"origin" "year" "month" "day" "hour" "temp" "dewp" "humid" "wind_dir" "wind_speed" "wind_gust" "precip" "pressure" "visib" "time_hour"
"JFK" 2013 1 17 0 39.02 33.08 79.05 270 10.35702 NA 0 1014.3 10 2013-01-17 00:00:00
"JFK" 2013 1 17 1 39.02 32 75.69 270 10.35702 NA 0 1013.4 10 2013-01-17 01:00:00
"JFK" 2013 1 17 2 39.02 32 75.69 240 12.65858 NA 0 1014.7 10 2013-01-17 02:00:00
"JFK" 2013 1 17 3 39.02 33.08 79.05 240 11.5078 NA 0 1014.2 10 2013-01-17 03:00:00
"JFK" 2013 1 17 4 39.02 30.92 72.46 260 9.20624 NA 0 1013.7 10 2013-01-17 04:00:00
"JFK" 2013 1 17 5 39.92 28.94 64.54 290 16.11092 NA 0 1014.8 10 2013-01-17 05:00:00
"JFK" 2013 1 17 6 39.02 26.96 61.63 290 13.80936 NA 0 1015.7 10 2013-01-17 06:00:00
"JFK" 2013 1 17 7 39.92 26.96 59.5 290 9.20624 NA 0 1016.7 10 2013-01-17 07:00:00
"JFK" 2013 1 17 8 41 26.06 54.97 310 12.65858 NA 0 1018 10 2013-01-17 08:00:00
"JFK" 2013 1 17 9 41 24.98 52.56 320 14.96014 20.71404 0 1018.2 10 2013-01-17 09:00:00
"JFK" 2013 1 17 10 42.08 24.98 50.42 320 13.80936 23.0156 0 1018.3 10 2013-01-17 10:00:00
"JFK" 2013 1 17 11 42.98 26.06 50.94 320 18.41248 NA 0 1017.9 10 2013-01-17 11:00:00
"JFK" 2013 1 17 12 42.98 24.98 48.7 320 17.2617 NA 0 1017.6 10 2013-01-17 12:00:00
"JFK" 2013 1 17 13 44.06 24.98 46.73 320 13.80936 NA 0 1017.6 10 2013-01-17 13:00:00
"JFK" 2013 1 17 14 42.98 24.98 48.7 320 8.05546 NA 0 1017.5 10 2013-01-17 14:00:00
"JFK" 2013 1 17 15 42.08 24.08 48.56 330 12.65858 NA 0 1018 10 2013-01-17 15:00:00
"JFK" 2013 1 17 16 42.08 24.08 48.56 10 9.20624 NA 0 1018.3 10 2013-01-17 16:00:00
"JFK" 2013 1 17 17 41 24.08 50.63 350 6.90468 NA 0 1018.7 10 2013-01-17 17:00:00
"JFK" 2013 1 17 18 41 21.92 46.23 340 8.05546 NA 0 1019.3 10 2013-01-17 18:00:00
"JFK" 2013 1 17 19 41 24.08 50.63 330 9.20624 NA 0 1019.4 10 2013-01-17 19:00:00
"JFK" 2013 1 17 20 39.92 24.08 52.79 360 10.35702 NA 0 1017.6 10 2013-01-17 20:00:00
"JFK" 2013 1 17 21 39.02 24.08 54.68 350 12.65858 NA 0 1017.9 10 2013-01-17 21:00:00
"JFK" 2013 1 17 22 37.04 24.08 59.09 30 10.35702 NA 0 1016.9 10 2013-01-17 22:00:00
"JFK" 2013 1 17 23 35.96 21.92 56.32 10 8.05546 NA 0 1017.6 10 2013-01-17 23:00:00
"JFK" 2013 1 18 0 35.06 21.02 56.18 40 9.20624 NA 0 1017.1 10 2013-01-18 00:00:00
"JFK" 2013 1 18 1 33.98 19.94 56.02 360 13.80936 NA 0 1018.2 10 2013-01-18 01:00:00
"JFK" 2013 1 18 2 32 17.96 55.72 10 9.20624 19.56326 0 1019.3 10 2013-01-18 02:00:00
"JFK" 2013 1 18 3 30.02 14 50.84 10 13.80936 NA 0 1019.8 10 2013-01-18 03:00:00
"JFK" 2013 1 18 4 28.94 14 53.13 360 10.35702 NA 0 1020.7 10 2013-01-18 04:00:00
"JFK" 2013 1 18 5 28.94 14 53.13 350 19.56326 NA 0 1022.3 10 2013-01-18 05:00:00
"JFK" 2013 1 18 6 26.96 12.92 54.95 360 12.65858 NA 0 1024.4 10 2013-01-18 06:00:00
"JFK" 2013 1 18 7 26.96 10.94 50.34 360 17.2617 23.0156 0 1026.2 10 2013-01-18 07:00:00
"JFK" 2013 1 18 8 26.06 10.04 50.2 360 17.2617 NA 0 1028.2 10 2013-01-18 08:00:00
"JFK" 2013 1 18 9 28.04 8.96 44.07 350 10.35702 17.2617 0 1030.3 10 2013-01-18 09:00:00
"JFK" 2013 1 18 10 28.94 8.06 40.79 310 16.11092 NA 0 1030.6 10 2013-01-18 10:00:00
"JFK" 2013 1 18 11 28.94 3.02 32.41 320 20.71404 27.61872 0 1030.1 10 2013-01-18 11:00:00
"JFK" 2013 1 18 12 30.02 3.92 32.32 320 13.80936 23.0156 0 1030.3 10 2013-01-18 12:00:00
"JFK" 2013 1 18 13 30.02 1.94 29.5 310 11.5078 20.71404 0 1030.5 10 2013-01-18 13:00:00
"JFK" 2013 1 18 14 30.92 1.04 27.27 320 11.5078 NA 0 1030.6 10 2013-01-18 14:00:00
"JFK" 2013 1 18 15 30.02 -0.04 26.89 290 9.20624 NA 0 1031.2 10 2013-01-18 15:00:00
"JFK" 2013 1 18 16 28.04 -0.04 29.16 320 5.7539 NA 0 1031.6 10 2013-01-18 16:00:00
"JFK" 2013 1 18 17 28.04 1.04 30.67 280 9.20624 NA 0 1032.6 10 2013-01-18 17:00:00
"JFK" 2013 1 18 18 28.94 1.94 30.82 260 10.35702 NA 0 1032.9 10 2013-01-18 18:00:00
"JFK" 2013 1 18 19 28.04 5 36.83 240 9.20624 NA 0 1032.8 10 2013-01-18 19:00:00
"JFK" 2013 1 18 20 28.04 8.06 42.32 230 12.65858 NA 0 1032.3 10 2013-01-18 20:00:00
"JFK" 2013 1 18 21 28.94 8.96 42.48 230 14.96014 NA 0 1032.4 10 2013-01-18 21:00:00
"JFK" 2013 1 18 22 30.02 10.94 44.41 220 16.11092 NA 0 1031.4 10 2013-01-18 22:00:00
"JFK" 2013 1 18 23 30.92 12.92 46.74 220 17.2617 NA 0 1030.6 10 2013-01-18 23:00:00
"JFK" 2013 1 19 0 32 12.92 44.74 210 14.96014 NA 0 1030 10 2013-01-19 00:00:00
"JFK" 2013 1 19 1 32 12.92 44.74 220 18.41248 26.46794 0 1030.1 10 2013-01-19 01:00:00
"JFK" 2013 1 19 2 32 15.98 51.15 210 23.0156 29.92028 0 1029.3 10 2013-01-19 02:00:00
"JFK" 2013 1 19 3 33.08 17.96 53.36 210 18.41248 28.7695 0 1028.4 10 2013-01-19 03:00:00
"JFK" 2013 1 19 4 33.98 17.96 51.47 210 24.16638 28.7695 0 1027.9 10 2013-01-19 04:00:00
"JFK" 2013 1 19 5 33.98 19.94 56.02 220 18.41248 NA 0 1027.5 10 2013-01-19 05:00:00
"JFK" 2013 1 19 6 33.08 21.92 63.17 230 16.11092 NA 0 1027.1 10 2013-01-19 06:00:00
"JFK" 2013 1 19 7 35.06 24.08 63.91 230 17.2617 NA 0 1026.8 10 2013-01-19 07:00:00
"JFK" 2013 1 19 8 37.04 24.98 61.35 220 19.56326 NA 0 1026.8 10 2013-01-19 08:00:00
"JFK" 2013 1 19 9 39.92 26.06 57.33 220 17.2617 NA 0 1026.4 10 2013-01-19 09:00:00
"JFK" 2013 1 19 10 42.98 24.98 48.7 210 19.56326 NA 0 1024.9 10 2013-01-19 10:00:00
"JFK" 2013 1 19 11 46.04 26.06 45.33 230 18.41248 NA 0 1022.9 10 2013-01-19 11:00:00
"JFK" 2013 1 19 12 48.92 26.06 40.68 240 17.2617 NA 0 1021.5 10 2013-01-19 12:00:00
"JFK" 2013 1 19 13 51.08 26.06 37.54 220 17.2617 NA 0 1020.4 10 2013-01-19 13:00:00
"JFK" 2013 1 19 14 50 26.96 40.55 230 11.5078 NA 0 1019.6 10 2013-01-19 14:00:00
"JFK" 2013 1 19 15 51.08 28.94 42.26 220 9.20624 NA 0 1018.9 10 2013-01-19 15:00:00
"JFK" 2013 1 19 16 46.04 32 57.78 200 11.5078 NA 0 1018.4 10 2013-01-19 16:00:00
"JFK" 2013 1 19 17 46.94 28.04 47.54 220 11.5078 NA 0 1018.2 10 2013-01-19 17:00:00
"JFK" 2013 1 19 18 44.96 32 60.2 220 12.65858 NA 0 1018 10 2013-01-19 18:00:00
"JFK" 2013 1 19 19 44.96 32 60.2 220 13.80936 NA 0 1017.7 10 2013-01-19 19:00:00
"JFK" 2013 1 19 20 44.06 28.94 55.02 220 13.80936 NA 0 1017.1 10 2013-01-19 20:00:00
"JFK" 2013 1 19 21 42.98 30.02 59.93 210 11.5078 NA 0 1016.3 10 2013-01-19 21:00:00
"JFK" 2013 1 19 22 44.06 28.94 55.02 210 13.80936 NA 0 1015.5 10 2013-01-19 22:00:00
"JFK" 2013 1 19 23 44.06 28.04 53.03 210 16.11092 NA 0 1014.4 10 2013-01-19 23:00:00
"JFK" 2013 1 20 0 42.08 28.04 57.22 220 14.96014 NA 0 1013.3 10 2013-01-20 00:00:00
"JFK" 2013 1 20 1 42.08 28.94 59.36 220 16.11092 NA 0 1012.3 10 2013-01-20 01:00:00
"JFK" 2013 1 20 2 41 28.94 61.89 220 14.96014 NA 0 1011.9 10 2013-01-20 02:00:00
"JFK" 2013 1 20 3 39.02 28.94 66.85 220 11.5078 NA 0 1011.1 10 2013-01-20 03:00:00
"JFK" 2013 1 20 4 39.02 30.02 69.86 220 10.35702 NA 0 1009.8 10 2013-01-20 04:00:00
"JFK" 2013 1 20 5 39.92 30.02 67.45 210 12.65858 NA 0 1008.8 10 2013-01-20 05:00:00
"JFK" 2013 1 20 6 41 28.94 61.89 220 16.11092 NA 0 1008.5 10 2013-01-20 06:00:00
"JFK" 2013 1 20 7 42.08 28.94 59.36 220 18.41248 NA 0 1008.1 10 2013-01-20 07:00:00
"JFK" 2013 1 20 8 44.96 28.94 53.17 220 17.2617 NA 0 1008.3 10 2013-01-20 08:00:00
"JFK" 2013 1 20 9 46.94 28.94 49.33 230 14.96014 NA 0 1008.7 10 2013-01-20 09:00:00
"JFK" 2013 1 20 10 51.08 30.92 45.81 240 18.41248 NA 0 1007.9 10 2013-01-20 10:00:00
"JFK" 2013 1 20 11 51.98 30.02 42.72 230 25.31716 29.92028 0 1006.7 10 2013-01-20 11:00:00
"JFK" 2013 1 20 12 55.04 26.96 33.69 260 26.46794 35.67418 0 1006.1 10 2013-01-20 12:00:00
"JFK" 2013 1 20 13 53.06 19.94 26.98 270 28.7695 36.82496 0 1006.3 10 2013-01-20 13:00:00
"JFK" 2013 1 20 14 53.96 17.96 23.98 270 20.71404 29.92028 0 1007 10 2013-01-20 14:00:00
"JFK" 2013 1 20 15 51.98 14 21.72 280 20.71404 32.22184 0 1008.3 10 2013-01-20 15:00:00
"JFK" 2013 1 20 16 48.92 8.06 18.68 280 28.7695 42.57886 0 1009.8 10 2013-01-20 16:00:00
"JFK" 2013 1 20 17 46.04 6.08 19.03 280 18.41248 33.37262 0 1011.4 10 2013-01-20 17:00:00
"JFK" 2013 1 20 18 44.06 10.04 24.53 290 19.56326 31.07106 0 1012.8 10 2013-01-20 18:00:00
"JFK" 2013 1 20 19 41 15.08 34.47 310 14.96014 NA 0 1014.2 10 2013-01-20 19:00:00
"JFK" 2013 1 20 20 37.04 12.02 35.17 300 14.96014 NA 0 1015.2 10 2013-01-20 20:00:00
"JFK" 2013 1 20 21 35.06 10.04 34.84 320 20.71404 26.46794 0 1015.8 10 2013-01-20 21:00:00
"JFK" 2013 1 20 22 33.08 10.04 37.7 320 17.2617 29.92028 0 1016.7 10 2013-01-20 22:00:00
"JFK" 2013 1 20 23 30.92 8.96 39.19 310 14.96014 NA 0 1017.7 10 2013-01-20 23:00:00
"JFK" 2013 1 21 0 30.02 6.98 37.17 310 19.56326 24.16638 0 1017.9 10 2013-01-21 00:00:00
"JFK" 2013 1 21 1 28.94 6.98 38.85 310 12.65858 NA 0 1018.6 10 2013-01-21 01:00:00
"JFK" 2013 1 21 2 28.04 5 36.83 310 11.5078 NA 0 1018.9 10 2013-01-21 02:00:00
"JFK" 2013 1 21 3 28.04 3.92 35.05 300 9.20624 NA 0 1019.1 10 2013-01-21 03:00:00
"JFK" 2013 1 21 4 26.96 6.08 40.45 270 8.05546 NA 0 1019 10 2013-01-21 04:00:00
"JFK" 2013 1 21 5 26.96 6.08 40.45 300 9.20624 NA 0 1019.1 10 2013-01-21 05:00:00
"JFK" 2013 1 21 6 26.06 6.98 43.74 270 8.05546 NA 0 1019.4 10 2013-01-21 06:00:00
"JFK" 2013 1 21 7 26.96 6.98 42.14 270 4.60312 NA 0 1019.3 10 2013-01-21 07:00:00
"JFK" 2013 1 21 8 28.94 8.96 42.48 220 3.45234 NA 0 1019.5 10 2013-01-21 08:00:00
"JFK" 2013 1 21 9 28.94 8.96 42.48 0 0 NA 0 1019.7 10 2013-01-21 09:00:00
"JFK" 2013 1 21 10 30.92 10.04 41.13 220 6.90468 NA 0 1018.9 10 2013-01-21 10:00:00
"JFK" 2013 1 21 11 30.92 12.92 46.74 210 9.20624 NA 0 1017.3 10 2013-01-21 11:00:00
"JFK" 2013 1 21 12 32 15.08 49.19 180 8.05546 NA 0 1015.9 10 2013-01-21 12:00:00
"JFK" 2013 1 21 13 32 12.02 43 220 12.65858 NA 0 1015.5 10 2013-01-21 13:00:00
"JFK" 2013 1 21 14 32 10.94 40.99 230 9.20624 NA 0 1014.5 10 2013-01-21 14:00:00
"JFK" 2013 1 21 15 32 12.02 43 240 8.05546 17.2617 0 1013.4 10 2013-01-21 15:00:00
"JFK" 2013 1 21 16 30.92 14 49.01 0 0 NA 0 1012.7 9 2013-01-21 16:00:00
"JFK" 2013 1 21 17 30.92 19.94 63.36 200 4.60312 NA 0 1012.8 10 2013-01-21 17:00:00
"JFK" 2013 1 21 18 32 19.94 60.66 290 3.45234 NA 0 1011.9 10 2013-01-21 18:00:00
"JFK" 2013 1 21 19 30.2 21.02 68.81 310 4.60312 NA 0 NA 7 2013-01-21 19:00:00
"JFK" 2013 1 21 20 28.94 24.08 81.8 310 10.35702 NA 0.03 NA 6 2013-01-21 20:00:00
"JFK" 2013 1 21 21 30.2 19.4 63.75 320 14.96014 NA 0 NA 10 2013-01-21 21:00:00
"JFK" 2013 1 21 22 30.02 17.06 58.08 300 19.56326 25.31716 0 1010.7 10 2013-01-21 22:00:00
"JFK" 2013 1 21 23 28.04 14 55.12 300 16.11092 23.0156 0 1010.8 10 2013-01-21 23:00:00
"JFK" 2013 1 22 0 26.96 8.96 46.08 300 18.41248 NA 0 1010.4 10 2013-01-22 00:00:00
"JFK" 2013 1 22 1 24.98 8.06 48.03 310 13.80936 NA 0 1011.3 10 2013-01-22 01:00:00
"JFK" 2013 1 22 2 24.98 6.08 43.91 300 16.11092 27.61872 0 1011.5 10 2013-01-22 02:00:00
"JFK" 2013 1 22 3 24.08 5 43.4 290 16.11092 24.16638 0 1012.1 10 2013-01-22 03:00:00
"JFK" 2013 1 22 4 23 3.92 43.21 310 19.56326 27.61872 0 1013 10 2013-01-22 04:00:00
"JFK" 2013 1 22 5 21.92 8.06 54.61 290 18.41248 31.07106 0 1014.3 10 2013-01-22 05:00:00
"JFK" 2013 1 22 6 21.02 8.06 56.73 290 17.2617 NA 0 1015.2 10 2013-01-22 06:00:00
"JFK" 2013 1 22 7 19.94 3.92 49.19 310 18.41248 29.92028 0 1016.1 10 2013-01-22 07:00:00
"JFK" 2013 1 22 8 21.02 5 49.37 290 16.11092 23.0156 0 1017 7 2013-01-22 08:00:00
"JFK" 2013 1 22 9 21.02 6.08 51.86 300 14.96014 26.46794 0 1017.6 10 2013-01-22 09:00:00
"JFK" 2013 1 22 10 21.02 -2.92 34.11 300 24.16638 31.07106 0 1017.4 10 2013-01-22 10:00:00
"JFK" 2013 1 22 11 21.02 -2.92 34.11 280 19.56326 25.31716 0 1016.8 10 2013-01-22 11:00:00
"JFK" 2013 1 22 12 23 -5.08 28.29 280 18.41248 29.92028 0 1016.5 10 2013-01-22 12:00:00
"JFK" 2013 1 22 13 23 -7.96 24.61 290 17.2617 28.7695 0 1016.7 10 2013-01-22 13:00:00
"JFK" 2013 1 22 14 21.92 -7.06 26.91 260 18.41248 33.37262 0 1017 10 2013-01-22 14:00:00
"JFK" 2013 1 22 15 21.02 -7.06 27.95 300 20.71404 28.7695 0 1017.9 10 2013-01-22 15:00:00
"JFK" 2013 1 22 16 19.04 -5.98 32.05 290 19.56326 27.61872 0 1019.1 10 2013-01-22 16:00:00
"JFK" 2013 1 22 17 19.04 -4 35.25 290 17.2617 25.31716 0 1020.2 10 2013-01-22 17:00:00
"JFK" 2013 1 22 18 17.96 -5.08 35.05 280 14.96014 NA 0 1021.1 10 2013-01-22 18:00:00
"JFK" 2013 1 22 19 17.96 -2.92 38.87 310 19.56326 NA 0 1021.7 10 2013-01-22 19:00:00
"JFK" 2013 1 22 20 17.06 -5.08 36.44 310 16.11092 28.7695 0 1022 10 2013-01-22 20:00:00
"JFK" 2013 1 22 21 15.08 1.04 53.07 300 21.86482 NA 0 1022.5 9 2013-01-22 21:00:00
"JFK" 2013 1 22 22 15.08 -9.94 31.34 300 24.16638 35.67418 0 1023.3 10 2013-01-22 22:00:00
"JFK" 2013 1 22 23 14 -9.94 32.86 300 21.86482 31.07106 0 1023.2 10 2013-01-22 23:00:00
"JFK" 2013 1 23 0 14 -9.94 32.86 280 19.56326 26.46794 0 1022.9 10 2013-01-23 00:00:00
"JFK" 2013 1 23 1 12.92 -9.04 36.02 290 20.71404 NA 0 1023.4 10 2013-01-23 01:00:00
"JFK" 2013 1 23 2 12.92 -7.96 37.97 290 14.96014 23.0156 0 1023.8 10 2013-01-23 02:00:00
"JFK" 2013 1 23 3 12.92 -7.06 39.67 290 11.5078 NA 0 1023.5 10 2013-01-23 03:00:00
"JFK" 2013 1 23 4 12.02 -7.06 41.28 280 12.65858 NA 0 1023.7 10 2013-01-23 04:00:00
"JFK" 2013 1 23 5 12.02 -5.08 45.43 280 14.96014 NA 0 1023.8 10 2013-01-23 05:00:00
"JFK" 2013 1 23 6 12.02 -5.08 45.43 290 13.80936 NA 0 1024 10 2013-01-23 06:00:00
"JFK" 2013 1 23 7 12.92 -4 45.98 280 13.80936 NA 0 1024.4 10 2013-01-23 07:00:00
"JFK" 2013 1 23 8 15.08 -4 41.82 290 13.80936 NA 0 1024.7 10 2013-01-23 08:00:00
"JFK" 2013 1 23 9 15.98 -4 40.22 280 12.65858 19.56326 0 1025 10 2013-01-23 09:00:00
"JFK" 2013 1 23 10 15.98 -5.08 38.19 290 16.11092 23.0156 0 1024.9 10 2013-01-23 10:00:00
"JFK" 2013 1 23 11 17.96 -7.96 30.49 300 12.65858 20.71404 0 1023.5 10 2013-01-23 11:00:00
"JFK" 2013 1 23 12 19.04 -7.96 29.11 310 13.80936 20.71404 0 1022.4 10 2013-01-23 12:00:00
"JFK" 2013 1 23 13 19.94 -7.96 28.01 310 17.2617 25.31716 0 1021.8 10 2013-01-23 13:00:00
"JFK" 2013 1 23 14 19.04 -7.06 30.41 270 16.11092 NA 0 1022.1 10 2013-01-23 14:00:00
"JFK" 2013 1 23 15 19.04 -9.04 27.61 290 13.80936 23.0156 0 1021.8 10 2013-01-23 15:00:00
"JFK" 2013 1 23 16 17.96 -9.04 28.92 320 17.2617 NA 0 1022.1 10 2013-01-23 16:00:00
"JFK" 2013 1 23 17 17.96 -7.06 31.85 290 10.35702 NA 0 1022.8 10 2013-01-23 17:00:00
"JFK" 2013 1 23 18 17.06 -9.04 30.06 300 16.11092 NA 0 1023.3 10 2013-01-23 18:00:00
"JFK" 2013 1 23 19 17.06 -7.06 33.11 300 14.96014 NA 0 1023.1 10 2013-01-23 19:00:00
"JFK" 2013 1 23 20 15.98 -5.08 38.19 300 11.5078 NA 0 1023 10 2013-01-23 20:00:00
"JFK" 2013 1 23 21 15.08 -5.08 39.71 320 9.20624 NA 0 1023.1 10 2013-01-23 21:00:00
"JFK" 2013 1 23 22 15.08 -4 41.82 320 6.90468 NA 0 1023.2 10 2013-01-23 22:00:00
"JFK" 2013 1 23 23 15.08 -2.92 44.04 330 5.7539 NA 0 1022.8 10 2013-01-23 23:00:00
"JFK" 2013 1 24 0 14 -2.92 46.17 290 3.45234 NA 0 1021.9 10 2013-01-24 00:00:00
"JFK" 2013 1 24 1 12.92 -2.02 50.52 40 3.45234 NA 0 1021.4 10 2013-01-24 01:00:00
"JFK" 2013 1 24 2 14 -0.94 50.71 10 4.60312 NA 0 1021 10 2013-01-24 02:00:00
"JFK" 2013 1 24 3 14 -2.02 48.18 10 5.7539 NA 0 1020.8 10 2013-01-24 03:00:00
"JFK" 2013 1 24 4 15.08 -0.94 48.37 360 5.7539 NA 0 1021 10 2013-01-24 04:00:00
"JFK" 2013 1 24 5 15.08 -0.94 48.37 360 8.05546 NA 0 1021.6 10 2013-01-24 05:00:00
"JFK" 2013 1 24 6 14 -0.04 52.9 360 10.35702 NA 0 1022.2 10 2013-01-24 06:00:00
"JFK" 2013 1 24 7 14 1.04 55.64 340 11.5078 NA 0 1022.6 10 2013-01-24 07:00:00
"JFK" 2013 1 24 8 17.06 1.04 48.7 340 14.96014 24.16638 0 1023.1 10 2013-01-24 08:00:00
"JFK" 2013 1 24 9 19.04 -0.94 40.76 350 14.96014 20.71404 0 1023.6 10 2013-01-24 09:00:00
"JFK" 2013 1 24 10 21.02 -4 32.39 330 18.41248 NA 0 1024.1 10 2013-01-24 10:00:00
"JFK" 2013 1 24 11 23 -9.04 23.34 340 19.56326 NA 0 1023.7 10 2013-01-24 11:00:00
"JFK" 2013 1 24 12 23 -9.04 23.34 330 24.16638 42.57886 0 1023.7 10 2013-01-24 12:00:00
"JFK" 2013 1 24 13 24.08 -7.96 23.52 330 27.61872 39.12652 0 1023.8 10 2013-01-24 13:00:00
"JFK" 2013 1 24 14 24.08 -7.96 23.52 320 27.61872 33.37262 0 1024.5 10 2013-01-24 14:00:00
"JFK" 2013 1 24 15 23 -7.06 25.71 310 23.0156 35.67418 0 1025.5 10 2013-01-24 15:00:00
"JFK" 2013 1 24 16 21.92 -5.98 28.35 300 18.41248 29.92028 0 1026.3 10 2013-01-24 16:00:00
"JFK" 2013 1 24 17 21.02 -5.08 30.76 300 17.2617 29.92028 0 1027.5 10 2013-01-24 17:00:00
"JFK" 2013 1 24 18 21.02 -5.08 30.76 300 19.56326 31.07106 0 1028.2 10 2013-01-24 18:00:00
"JFK" 2013 1 24 19 19.94 -7.06 29.26 300 23.0156 28.7695 0 1028.8 10 2013-01-24 19:00:00
"JFK" 2013 1 24 20 17.96 -4 36.92 310 16.11092 20.71404 0 1028.7 10 2013-01-24 20:00:00
"JFK" 2013 1 24 21 17.96 -4 36.92 310 18.41248 31.07106 0 1029.1 10 2013-01-24 21:00:00
"JFK" 2013 1 24 22 17.06 -4 38.38 300 19.56326 29.92028 0 1029.3 10 2013-01-24 22:00:00
"JFK" 2013 1 24 23 17.06 -2.92 40.41 310 16.11092 NA 0 1029.5 10 2013-01-24 23:00:00
"JFK" 2013 1 25 0 15.98 -4 40.22 300 11.5078 NA 0 1029.5 10 2013-01-25 00:00:00
"JFK" 2013 1 25 1 15.08 -4 41.82 300 10.35702 23.0156 0 1030.4 10 2013-01-25 01:00:00
"JFK" 2013 1 25 2 14 -2.92 46.17 310 17.2617 NA 0 1030 10 2013-01-25 02:00:00
"JFK" 2013 1 25 3 14 -2.02 48.18 280 16.11092 NA 0 1030.2 10 2013-01-25 03:00:00
"JFK" 2013 1 25 4 14 -0.94 50.71 300 10.35702 NA 0 1030.1 10 2013-01-25 04:00:00
"JFK" 2013 1 25 5 14 -0.04 52.9 280 10.35702 NA 0 1030.3 10 2013-01-25 05:00:00
"JFK" 2013 1 25 6 14 -0.04 52.9 300 10.35702 NA 0 1030.2 10 2013-01-25 06:00:00
"JFK" 2013 1 25 7 15.08 1.04 53.07 330 11.5078 NA 0 1029.4 10 2013-01-25 07:00:00
"JFK" 2013 1 25 8 17.06 1.04 48.7 320 11.5078 NA 0 1029.8 10 2013-01-25 08:00:00
"JFK" 2013 1 25 9 17.96 1.04 46.85 310 6.90468 NA 0 1030 10 2013-01-25 09:00:00
"JFK" 2013 1 25 10 21.02 1.04 41.11 350 6.90468 NA 0 1029.5 10 2013-01-25 10:00:00
"JFK" 2013 1 25 11 21.92 1.04 39.57 0 0 NA 0 1027.6 10 2013-01-25 11:00:00
"JFK" 2013 1 25 12 21.92 1.04 39.57 0 0 NA 0 1026.5 10 2013-01-25 12:00:00
"JFK" 2013 1 25 13 21.92 3.02 43.38 210 6.90468 NA 0 1024.9 10 2013-01-25 13:00:00
"JFK" 2013 1 25 14 23 3.92 43.21 230 5.7539 NA 0 1024.2 10 2013-01-25 14:00:00
"JFK" 2013 1 25 15 21.92 6.98 52.01 240 5.7539 NA 0 1023.6 10 2013-01-25 15:00:00
"JFK" 2013 1 25 16 23 6.98 49.69 220 4.60312 NA 0 1023.1 10 2013-01-25 16:00:00
"JFK" 2013 1 25 17 21.2 12.92 70.46 250 10.35702 NA 0 NA 3 2013-01-25 17:00:00
"JFK" 2013 1 25 18 19.94 15.98 84.33 270 6.90468 NA 0.01 NA 2.5 2013-01-25 18:00:00
"JFK" 2013 1 25 19 21.2 17.6 85.74 260 9.20624 NA 0.02 NA 1.5 2013-01-25 19:00:00
"JFK" 2013 1 25 20 21.2 17.6 85.74 250 12.65858 NA 0.02 NA 1.5 2013-01-25 20:00:00
"JFK" 2013 1 25 21 19.94 15.8 85.63 270 11.5078 NA 0 NA 9 2013-01-25 21:00:00
"JFK" 2013 1 25 22 19.94 12.92 73.77 280 10.35702 NA 0 1018.7 10 2013-01-25 22:00:00
"JFK" 2013 1 25 23 19.04 12.02 73.67 280 10.35702 NA 0 1018.7 10 2013-01-25 23:00:00
"JFK" 2013 1 26 0 19.04 10.94 70.22 280 8.05546 NA 0 1018.5 10 2013-01-26 00:00:00
"JFK" 2013 1 26 1 17.96 10.04 70.66 300 10.35702 NA 0 1018.6 10 2013-01-26 01:00:00
"JFK" 2013 1 26 2 17.96 10.04 70.66 310 8.05546 NA 0 1018 10 2013-01-26 02:00:00
"JFK" 2013 1 26 3 17.06 8.96 69.99 320 10.35702 NA 0 1017.7 10 2013-01-26 03:00:00
"JFK" 2013 1 26 4 17.06 8.06 67.21 320 10.35702 NA 0.01 1018.2 10 2013-01-26 04:00:00
"JFK" 2013 1 26 5 15.98 8.06 70.43 340 8.05546 NA 0 1019 10 2013-01-26 05:00:00
"JFK" 2013 1 26 6 15.98 6.98 67.07 330 11.5078 NA 0 1019.7 10 2013-01-26 06:00:00
"JFK" 2013 1 26 7 15.98 8.06 70.43 340 3.45234 NA 0 1020.5 10 2013-01-26 07:00:00
"JFK" 2013 1 26 8 19.04 8.96 64.28 320 10.35702 NA 0 1020.9 10 2013-01-26 08:00:00
"JFK" 2013 1 26 9 19.94 8.96 61.85 340 13.80936 NA 0 1021.4 10 2013-01-26 09:00:00
"JFK" 2013 1 26 10 21.92 10.04 59.69 320 12.65858 NA 0 1021.6 10 2013-01-26 10:00:00
"JFK" 2013 1 26 11 23 10.04 57.03 330 11.5078 NA 0 1021.8 10 2013-01-26 11:00:00
"JFK" 2013 1 26 12 24.98 10.04 52.5 310 10.35702 NA 0 1020.7 10 2013-01-26 12:00:00
"JFK" 2013 1 26 13 26.96 10.04 48.36 300 12.65858 NA 0 1021 10 2013-01-26 13:00:00
"JFK" 2013 1 26 14 26.06 8.06 45.93 300 12.65858 NA 0 1021.1 10 2013-01-26 14:00:00
"JFK" 2013 1 26 15 26.96 6.98 42.14 310 12.65858 NA 0 1021.6 10 2013-01-26 15:00:00
"JFK" 2013 1 26 16 26.96 6.08 40.45 320 13.80936 NA 0 1022.1 10 2013-01-26 16:00:00
"JFK" 2013 1 26 17 24.98 5 41.8 310 23.0156 28.7695 0 1023.4 10 2013-01-26 17:00:00
"JFK" 2013 1 26 18 24.08 3.92 41.3 330 24.16638 31.07106 0 1024.3 10 2013-01-26 18:00:00
